"CUPS","Fecha","Hora","Consumo_kWh","Metodo_obtencion"
"ES0031102870658016TJ0F","23/05/2024","17","0,559","R"
"ES0031102870658016TJ0F","23/05/2024","18","1,408","R"
"ES0031102870658016TJ0F","23/05/2024","19","1,95","R"
"ES0031102870658016TJ0F","23/05/2024","20","0,878","R"
"ES0031102870658016TJ0F","23/05/2024","21","0,167","R"
"ES0031102870658016TJ0F","23/05/2024","22","0,163","R"
"ES0031102870658016TJ0F","23/05/2024","23","0,144","R"
"ES0031102870658016TJ0F","24/05/2024","0","0,859","R"
"ES0031102870658016TJ0F","24/05/2024","1","0,517","R"
"ES0031102870658016TJ0F","24/05/2024","2","0,082","R"
"ES0031102870658016TJ0F","24/05/2024","3","0,082","R"
"ES0031102870658016TJ0F","24/05/2024","4","0,079","R"
"ES0031102870658016TJ0F","24/05/2024","5","0,083","R"
"ES0031102870658016TJ0F","24/05/2024","6","0,08","R"
"ES0031102870658016TJ0F","24/05/2024","7","0,077","R"
"ES0031102870658016TJ0F","24/05/2024","8","0,514","R"
"ES0031102870658016TJ0F","24/05/2024","9","0,63","R"
"ES0031102870658016TJ0F","24/05/2024","10","0,137","R"
"ES0031102870658016TJ0F","24/05/2024","11","0,127","R"
"ES0031102870658016TJ0F","24/05/2024","12","0,182","R"
"ES0031102870658016TJ0F","24/05/2024","13","0,152","R"
"ES0031102870658016TJ0F","24/05/2024","14","0,147","R"
"ES0031102870658016TJ0F","24/05/2024","15","0,128","R"
"ES0031102870658016TJ0F","24/05/2024","16","0,338","R"
"ES0031102870658016TJ0F","24/05/2024","17","0,13","R"
"ES0031102870658016TJ0F","24/05/2024","18","0,245","R"
"ES0031102870658016TJ0F","24/05/2024","19","0,567","R"
"ES0031102870658016TJ0F","24/05/2024","20","0,146","R"
"ES0031102870658016TJ0F","24/05/2024","21","0,802","R"
"ES0031102870658016TJ0F","24/05/2024","22","0,631","R"
"ES0031102870658016TJ0F","24/05/2024","23","0,224","R"
"ES0031102870658016TJ0F","25/05/2024","0","0,236","R"
"ES0031102870658016TJ0F","25/05/2024","1","0,074","R"
"ES0031102870658016TJ0F","25/05/2024","2","0,09","R"
"ES0031102870658016TJ0F","25/05/2024","3","0,072","R"
"ES0031102870658016TJ0F","25/05/2024","4","0,086","R"
"ES0031102870658016TJ0F","25/05/2024","5","0,072","R"
"ES0031102870658016TJ0F","25/05/2024","6","0,459","R"
"ES0031102870658016TJ0F","25/05/2024","7","0,078","R"
"ES0031102870658016TJ0F","25/05/2024","8","0,069","R"
"ES0031102870658016TJ0F","25/05/2024","9","0,084","R"
"ES0031102870658016TJ0F","25/05/2024","10","0,073","R"
"ES0031102870658016TJ0F","25/05/2024","11","0,075","R"
"ES0031102870658016TJ0F","25/05/2024","12","0,078","R"
"ES0031102870658016TJ0F","25/05/2024","13","0,073","R"
"ES0031102870658016TJ0F","25/05/2024","14","0,085","R"
"ES0031102870658016TJ0F","25/05/2024","15","0,072","R"
"ES0031102870658016TJ0F","25/05/2024","16","0,072","R"
"ES0031102870658016TJ0F","25/05/2024","17","0,498","R"
"ES0031102870658016TJ0F","25/05/2024","18","0,071","R"
"ES0031102870658016TJ0F","25/05/2024","19","0,078","R"
"ES0031102870658016TJ0F","25/05/2024","20","0,077","R"
"ES0031102870658016TJ0F","25/05/2024","21","0,07","R"
"ES0031102870658016TJ0F","25/05/2024","22","0,088","R"
"ES0031102870658016TJ0F","25/05/2024","23","0,075","R"
"ES0031102870658016TJ0F","26/05/2024","0","0,071","R"
"ES0031102870658016TJ0F","26/05/2024","1","0,086","R"
"ES0031102870658016TJ0F","26/05/2024","2","0,07","R"
"ES0031102870658016TJ0F","26/05/2024","3","0,076","R"
"ES0031102870658016TJ0F","26/05/2024","4","0,083","R"
"ES0031102870658016TJ0F","26/05/2024","5","0,344","R"
"ES0031102870658016TJ0F","26/05/2024","6","0,233","R"
"ES0031102870658016TJ0F","26/05/2024","7","0,079","R"
"ES0031102870658016TJ0F","26/05/2024","8","0,071","R"
"ES0031102870658016TJ0F","26/05/2024","9","0,073","R"
"ES0031102870658016TJ0F","26/05/2024","10","0,082","R"
"ES0031102870658016TJ0F","26/05/2024","11","0,072","R"
"ES0031102870658016TJ0F","26/05/2024","12","0,079","R"
"ES0031102870658016TJ0F","26/05/2024","13","0,079","R"
"ES0031102870658016TJ0F","26/05/2024","14","0,075","R"
"ES0031102870658016TJ0F","26/05/2024","15","0,091","R"
"ES0031102870658016TJ0F","26/05/2024","16","0,09","R"
"ES0031102870658016TJ0F","26/05/2024","17","0,082","R"
"ES0031102870658016TJ0F","26/05/2024","18","0,517","R"
"ES0031102870658016TJ0F","26/05/2024","19","0,074","R"
"ES0031102870658016TJ0F","26/05/2024","20","0,071","R"
"ES0031102870658016TJ0F","26/05/2024","21","0,088","R"
"ES0031102870658016TJ0F","26/05/2024","22","0,076","R"
"ES0031102870658016TJ0F","26/05/2024","23","0,138","R"
"ES0031102870658016TJ0F","27/05/2024","0","0,2","R"
"ES0031102870658016TJ0F","27/05/2024","1","0,144","R"
"ES0031102870658016TJ0F","27/05/2024","2","0,094","R"
"ES0031102870658016TJ0F","27/05/2024","3","0,075","R"
"ES0031102870658016TJ0F","27/05/2024","4","0,089","R"
"ES0031102870658016TJ0F","27/05/2024","5","0,388","R"
"ES0031102870658016TJ0F","27/05/2024","6","0,208","R"
"ES0031102870658016TJ0F","27/05/2024","7","0,085","R"
"ES0031102870658016TJ0F","27/05/2024","8","0,117","R"
"ES0031102870658016TJ0F","27/05/2024","9","0,12","R"
"ES0031102870658016TJ0F","27/05/2024","10","0,125","R"
"ES0031102870658016TJ0F","27/05/2024","11","0,17","R"
"ES0031102870658016TJ0F","27/05/2024","12","0,133","R"
"ES0031102870658016TJ0F","27/05/2024","13","0,127","R"
"ES0031102870658016TJ0F","27/05/2024","14","0,118","R"
"ES0031102870658016TJ0F","27/05/2024","15","0,149","R"
"ES0031102870658016TJ0F","27/05/2024","16","0,576","R"
"ES0031102870658016TJ0F","27/05/2024","17","0,207","R"
"ES0031102870658016TJ0F","27/05/2024","18","0,519","R"
"ES0031102870658016TJ0F","27/05/2024","19","0,122","R"
"ES0031102870658016TJ0F","27/05/2024","20","0,092","R"
"ES0031102870658016TJ0F","27/05/2024","21","0,127","R"
"ES0031102870658016TJ0F","27/05/2024","22","0,097","R"
"ES0031102870658016TJ0F","27/05/2024","23","1,102","R"
"ES0031102870658016TJ0F","28/05/2024","0","1,078","R"
"ES0031102870658016TJ0F","28/05/2024","1","0,096","R"
"ES0031102870658016TJ0F","28/05/2024","2","0,094","R"
"ES0031102870658016TJ0F","28/05/2024","3","0,101","R"
"ES0031102870658016TJ0F","28/05/2024","4","0,084","R"
"ES0031102870658016TJ0F","28/05/2024","5","0,09","R"
"ES0031102870658016TJ0F","28/05/2024","6","0,093","R"
"ES0031102870658016TJ0F","28/05/2024","7","0,078","R"
"ES0031102870658016TJ0F","28/05/2024","8","0,106","R"
"ES0031102870658016TJ0F","28/05/2024","9","0,11","R"
"ES0031102870658016TJ0F","28/05/2024","10","0,532","R"
"ES0031102870658016TJ0F","28/05/2024","11","0,152","R"
"ES0031102870658016TJ0F","28/05/2024","12","0,137","R"
"ES0031102870658016TJ0F","28/05/2024","13","0,168","R"
"ES0031102870658016TJ0F","28/05/2024","14","0,149","R"
"ES0031102870658016TJ0F","28/05/2024","15","0,158","R"
"ES0031102870658016TJ0F","28/05/2024","16","0,642","R"
"ES0031102870658016TJ0F","28/05/2024","17","0,679","R"
"ES0031102870658016TJ0F","28/05/2024","18","1,021","R"
"ES0031102870658016TJ0F","28/05/2024","19","0,244","R"
"ES0031102870658016TJ0F","28/05/2024","20","0,65","R"
"ES0031102870658016TJ0F","28/05/2024","21","0,145","R"
"ES0031102870658016TJ0F","28/05/2024","22","0,177","R"
"ES0031102870658016TJ0F","28/05/2024","23","1,824","R"
"ES0031102870658016TJ0F","29/05/2024","0","0,26","R"
"ES0031102870658016TJ0F","29/05/2024","1","0,133","R"
"ES0031102870658016TJ0F","29/05/2024","2","0,089","R"
"ES0031102870658016TJ0F","29/05/2024","3","0,082","R"
"ES0031102870658016TJ0F","29/05/2024","4","0,087","R"
"ES0031102870658016TJ0F","29/05/2024","5","0,079","R"
"ES0031102870658016TJ0F","29/05/2024","6","0,092","R"
"ES0031102870658016TJ0F","29/05/2024","7","0,075","R"
"ES0031102870658016TJ0F","29/05/2024","8","0,518","R"
"ES0031102870658016TJ0F","29/05/2024","9","0,587","R"
"ES0031102870658016TJ0F","29/05/2024","10","0,146","R"
"ES0031102870658016TJ0F","29/05/2024","11","0,161","R"
"ES0031102870658016TJ0F","29/05/2024","12","0,176","R"
"ES0031102870658016TJ0F","29/05/2024","13","0,143","R"
"ES0031102870658016TJ0F","29/05/2024","14","0,163","R"
"ES0031102870658016TJ0F","29/05/2024","15","0,155","R"
"ES0031102870658016TJ0F","29/05/2024","16","0,203","R"
"ES0031102870658016TJ0F","29/05/2024","17","0,557","R"
"ES0031102870658016TJ0F","29/05/2024","18","0,212","R"
"ES0031102870658016TJ0F","29/05/2024","19","0,131","R"
"ES0031102870658016TJ0F","29/05/2024","20","0,206","R"
"ES0031102870658016TJ0F","29/05/2024","21","0,198","R"
"ES0031102870658016TJ0F","29/05/2024","22","0,109","R"
"ES0031102870658016TJ0F","29/05/2024","23","1,161","R"
"ES0031102870658016TJ0F","30/05/2024","0","1,186","R"
"ES0031102870658016TJ0F","30/05/2024","1","0,715","R"
"ES0031102870658016TJ0F","30/05/2024","2","0,092","R"
"ES0031102870658016TJ0F","30/05/2024","3","0,077","R"
"ES0031102870658016TJ0F","30/05/2024","4","0,087","R"
"ES0031102870658016TJ0F","30/05/2024","5","0,078","R"
"ES0031102870658016TJ0F","30/05/2024","6","0,091","R"
"ES0031102870658016TJ0F","30/05/2024","7","0,074","R"
"ES0031102870658016TJ0F","30/05/2024","8","0,464","R"
"ES0031102870658016TJ0F","30/05/2024","9","0,115","R"
"ES0031102870658016TJ0F","30/05/2024","10","0,13","R"
"ES0031102870658016TJ0F","30/05/2024","11","0,138","R"
"ES0031102870658016TJ0F","30/05/2024","12","0,154","R"
"ES0031102870658016TJ0F","30/05/2024","13","0,227","R"
"ES0031102870658016TJ0F","30/05/2024","14","0,144","R"
"ES0031102870658016TJ0F","30/05/2024","15","0,159","R"
"ES0031102870658016TJ0F","30/05/2024","16","0,587","R"
"ES0031102870658016TJ0F","30/05/2024","17","0,6","R"
"ES0031102870658016TJ0F","30/05/2024","18","1,07","R"
"ES0031102870658016TJ0F","30/05/2024","19","1,084","R"
"ES0031102870658016TJ0F","30/05/2024","20","1,464","R"
"ES0031102870658016TJ0F","30/05/2024","21","0,078","R"
"ES0031102870658016TJ0F","30/05/2024","22","0,105","R"
"ES0031102870658016TJ0F","30/05/2024","23","0,087","R"
"ES0031102870658016TJ0F","31/05/2024","0","0,749","R"
"ES0031102870658016TJ0F","31/05/2024","1","0,124","R"
"ES0031102870658016TJ0F","31/05/2024","2","0,098","R"
"ES0031102870658016TJ0F","31/05/2024","3","0,077","R"
"ES0031102870658016TJ0F","31/05/2024","4","0,094","R"
"ES0031102870658016TJ0F","31/05/2024","5","0,08","R"
"ES0031102870658016TJ0F","31/05/2024","6","0,081","R"
"ES0031102870658016TJ0F","31/05/2024","7","0,483","R"
"ES0031102870658016TJ0F","31/05/2024","8","0,12","R"
"ES0031102870658016TJ0F","31/05/2024","9","0,646","R"
"ES0031102870658016TJ0F","31/05/2024","10","0,137","R"
"ES0031102870658016TJ0F","31/05/2024","11","0,13","R"
"ES0031102870658016TJ0F","31/05/2024","12","0,122","R"
"ES0031102870658016TJ0F","31/05/2024","13","0,157","R"
"ES0031102870658016TJ0F","31/05/2024","14","0,186","R"
"ES0031102870658016TJ0F","31/05/2024","15","0,832","R"
"ES0031102870658016TJ0F","31/05/2024","16","0,495","R"
"ES0031102870658016TJ0F","31/05/2024","17","0,14","R"
"ES0031102870658016TJ0F","31/05/2024","18","0,11","R"
"ES0031102870658016TJ0F","31/05/2024","19","0,076","R"
"ES0031102870658016TJ0F","31/05/2024","20","0,073","R"
"ES0031102870658016TJ0F","31/05/2024","21","0,079","R"
"ES0031102870658016TJ0F","31/05/2024","22","0,074","R"
"ES0031102870658016TJ0F","31/05/2024","23","0,089","R"
"ES0031102870658016TJ0F","01/06/2024","0","0,071","R"
"ES0031102870658016TJ0F","01/06/2024","1","0,077","R"
"ES0031102870658016TJ0F","01/06/2024","2","0,081","R"
"ES0031102870658016TJ0F","01/06/2024","3","0,491","R"
"ES0031102870658016TJ0F","01/06/2024","4","0,088","R"
"ES0031102870658016TJ0F","01/06/2024","5","0,073","R"
"ES0031102870658016TJ0F","01/06/2024","6","0,104","R"
"ES0031102870658016TJ0F","01/06/2024","7","0,08","R"
"ES0031102870658016TJ0F","01/06/2024","8","0,068","R"
"ES0031102870658016TJ0F","01/06/2024","9","0,083","R"
"ES0031102870658016TJ0F","01/06/2024","10","0,067","R"
"ES0031102870658016TJ0F","01/06/2024","11","0,07","R"
"ES0031102870658016TJ0F","01/06/2024","12","0,083","R"
"ES0031102870658016TJ0F","01/06/2024","13","0,07","R"
"ES0031102870658016TJ0F","01/06/2024","14","0,085","R"
"ES0031102870658016TJ0F","01/06/2024","15","0,07","R"
"ES0031102870658016TJ0F","01/06/2024","16","0,498","R"
"ES0031102870658016TJ0F","01/06/2024","17","0,084","R"
"ES0031102870658016TJ0F","01/06/2024","18","0,068","R"
"ES0031102870658016TJ0F","01/06/2024","19","0,075","R"
"ES0031102870658016TJ0F","01/06/2024","20","0,08","R"
"ES0031102870658016TJ0F","01/06/2024","21","0,073","R"
"ES0031102870658016TJ0F","01/06/2024","22","0,086","R"
"ES0031102870658016TJ0F","01/06/2024","23","0,074","R"
"ES0031102870658016TJ0F","02/06/2024","0","0,07","R"
"ES0031102870658016TJ0F","02/06/2024","1","0,084","R"
"ES0031102870658016TJ0F","02/06/2024","2","0,069","R"
"ES0031102870658016TJ0F","02/06/2024","3","0,077","R"
"ES0031102870658016TJ0F","02/06/2024","4","0,082","R"
"ES0031102870658016TJ0F","02/06/2024","5","0,246","R"
"ES0031102870658016TJ0F","02/06/2024","6","0,337","R"
"ES0031102870658016TJ0F","02/06/2024","7","0,07","R"
"ES0031102870658016TJ0F","02/06/2024","8","0,069","R"
"ES0031102870658016TJ0F","02/06/2024","9","0,082","R"
"ES0031102870658016TJ0F","02/06/2024","10","0,07","R"
"ES0031102870658016TJ0F","02/06/2024","11","0,08","R"
"ES0031102870658016TJ0F","02/06/2024","12","0,081","R"
"ES0031102870658016TJ0F","02/06/2024","13","0,072","R"
"ES0031102870658016TJ0F","02/06/2024","14","0,083","R"
"ES0031102870658016TJ0F","02/06/2024","15","0,069","R"
"ES0031102870658016TJ0F","02/06/2024","16","0,069","R"
"ES0031102870658016TJ0F","02/06/2024","17","0,082","R"
"ES0031102870658016TJ0F","02/06/2024","18","0,066","R"
"ES0031102870658016TJ0F","02/06/2024","19","0,511","R"
"ES0031102870658016TJ0F","02/06/2024","20","0,078","R"
"ES0031102870658016TJ0F","02/06/2024","21","0,073","R"
"ES0031102870658016TJ0F","02/06/2024","22","0,112","R"
"ES0031102870658016TJ0F","02/06/2024","23","0,197","R"
"ES0031102870658016TJ0F","03/06/2024","0","0,391","R"
"ES0031102870658016TJ0F","03/06/2024","1","0,111","R"
"ES0031102870658016TJ0F","03/06/2024","2","0,099","R"
"ES0031102870658016TJ0F","03/06/2024","3","0,081","R"
"ES0031102870658016TJ0F","03/06/2024","4","0,095","R"
"ES0031102870658016TJ0F","03/06/2024","5","0,079","R"
"ES0031102870658016TJ0F","03/06/2024","6","0,076","R"
"ES0031102870658016TJ0F","03/06/2024","7","0,082","R"
"ES0031102870658016TJ0F","03/06/2024","8","0,53","R"
"ES0031102870658016TJ0F","03/06/2024","9","0,119","R"
"ES0031102870658016TJ0F","03/06/2024","10","0,127","R"
"ES0031102870658016TJ0F","03/06/2024","11","0,141","R"
"ES0031102870658016TJ0F","03/06/2024","12","0,174","R"
"ES0031102870658016TJ0F","03/06/2024","13","0,155","R"
"ES0031102870658016TJ0F","03/06/2024","14","0,149","R"
"ES0031102870658016TJ0F","03/06/2024","15","0,154","R"
"ES0031102870658016TJ0F","03/06/2024","16","0,535","R"
"ES0031102870658016TJ0F","03/06/2024","17","0,623","R"
"ES0031102870658016TJ0F","03/06/2024","18","0,185","R"
"ES0031102870658016TJ0F","03/06/2024","19","0,199","R"
"ES0031102870658016TJ0F","03/06/2024","20","0,263","R"
"ES0031102870658016TJ0F","03/06/2024","21","0,082","R"
"ES0031102870658016TJ0F","03/06/2024","22","0,096","R"
"ES0031102870658016TJ0F","03/06/2024","23","0,844","R"
"ES0031102870658016TJ0F","04/06/2024","0","1,433","R"
"ES0031102870658016TJ0F","04/06/2024","1","0,116","R"
"ES0031102870658016TJ0F","04/06/2024","2","0,085","R"
"ES0031102870658016TJ0F","04/06/2024","3","0,08","R"
"ES0031102870658016TJ0F","04/06/2024","4","0,089","R"
"ES0031102870658016TJ0F","04/06/2024","5","0,078","R"
"ES0031102870658016TJ0F","04/06/2024","6","0,09","R"
"ES0031102870658016TJ0F","04/06/2024","7","0,074","R"
"ES0031102870658016TJ0F","04/06/2024","8","0,111","R"
"ES0031102870658016TJ0F","04/06/2024","9","0,111","R"
"ES0031102870658016TJ0F","04/06/2024","10","0,553","R"
"ES0031102870658016TJ0F","04/06/2024","11","0,151","R"
"ES0031102870658016TJ0F","04/06/2024","12","0,172","R"
"ES0031102870658016TJ0F","04/06/2024","13","0,168","R"
"ES0031102870658016TJ0F","04/06/2024","14","0,201","R"
"ES0031102870658016TJ0F","04/06/2024","15","0,184","R"
"ES0031102870658016TJ0F","04/06/2024","16","0,468","R"
"ES0031102870658016TJ0F","04/06/2024","17","0,586","R"
"ES0031102870658016TJ0F","04/06/2024","18","1,005","R"
"ES0031102870658016TJ0F","04/06/2024","19","0,278","R"
"ES0031102870658016TJ0F","04/06/2024","20","0,088","R"
"ES0031102870658016TJ0F","04/06/2024","21","0,092","R"
"ES0031102870658016TJ0F","04/06/2024","22","0,5","R"
"ES0031102870658016TJ0F","04/06/2024","23","1,254","R"
"ES0031102870658016TJ0F","05/06/2024","0","0,179","R"
"ES0031102870658016TJ0F","05/06/2024","1","0,118","R"
"ES0031102870658016TJ0F","05/06/2024","2","0,093","R"
"ES0031102870658016TJ0F","05/06/2024","3","0,08","R"
"ES0031102870658016TJ0F","05/06/2024","4","0,094","R"
"ES0031102870658016TJ0F","05/06/2024","5","0,081","R"
"ES0031102870658016TJ0F","05/06/2024","6","0,451","R"
"ES0031102870658016TJ0F","05/06/2024","7","0,085","R"
"ES0031102870658016TJ0F","05/06/2024","8","0,108","R"
"ES0031102870658016TJ0F","05/06/2024","9","0,131","R"
"ES0031102870658016TJ0F","05/06/2024","10","0,137","R"
"ES0031102870658016TJ0F","05/06/2024","11","0,17","R"
"ES0031102870658016TJ0F","05/06/2024","12","0,17","R"
"ES0031102870658016TJ0F","05/06/2024","13","0,218","R"
"ES0031102870658016TJ0F","05/06/2024","14","0,164","R"
"ES0031102870658016TJ0F","05/06/2024","15","0,152","R"
"ES0031102870658016TJ0F","05/06/2024","16","1,01","R"
"ES0031102870658016TJ0F","05/06/2024","17","0,652","R"
"ES0031102870658016TJ0F","05/06/2024","18","0,177","R"
"ES0031102870658016TJ0F","05/06/2024","19","0,654","R"
"ES0031102870658016TJ0F","05/06/2024","20","0,805","R"
"ES0031102870658016TJ0F","05/06/2024","21","0,09","R"
"ES0031102870658016TJ0F","05/06/2024","22","0,073","R"
"ES0031102870658016TJ0F","05/06/2024","23","0,277","R"
"ES0031102870658016TJ0F","06/06/2024","0","1,465","R"
"ES0031102870658016TJ0F","06/06/2024","1","0,11","R"
"ES0031102870658016TJ0F","06/06/2024","2","0,083","R"
"ES0031102870658016TJ0F","06/06/2024","3","0,09","R"
"ES0031102870658016TJ0F","06/06/2024","4","0,084","R"
"ES0031102870658016TJ0F","06/06/2024","5","0,093","R"
"ES0031102870658016TJ0F","06/06/2024","6","0,079","R"
"ES0031102870658016TJ0F","06/06/2024","7","0,092","R"
"ES0031102870658016TJ0F","06/06/2024","8","0,106","R"
"ES0031102870658016TJ0F","06/06/2024","9","0,126","R"
"ES0031102870658016TJ0F","06/06/2024","10","0,533","R"
"ES0031102870658016TJ0F","06/06/2024","11","0,189","R"
"ES0031102870658016TJ0F","06/06/2024","12","0,188","R"
"ES0031102870658016TJ0F","06/06/2024","13","0,157","R"
"ES0031102870658016TJ0F","06/06/2024","14","0,183","R"
"ES0031102870658016TJ0F","06/06/2024","15","0,176","R"
"ES0031102870658016TJ0F","06/06/2024","16","0,395","R"
"ES0031102870658016TJ0F","06/06/2024","17","0,198","R"
"ES0031102870658016TJ0F","06/06/2024","18","0,233","R"
"ES0031102870658016TJ0F","06/06/2024","19","0,581","R"
"ES0031102870658016TJ0F","06/06/2024","20","0,448","R"
"ES0031102870658016TJ0F","06/06/2024","21","0,08","R"
"ES0031102870658016TJ0F","06/06/2024","22","0,101","R"
"ES0031102870658016TJ0F","06/06/2024","23","0,091","R"
"ES0031102870658016TJ0F","07/06/2024","0","0,926","R"
"ES0031102870658016TJ0F","07/06/2024","1","0,6","R"
"ES0031102870658016TJ0F","07/06/2024","2","0,081","R"
"ES0031102870658016TJ0F","07/06/2024","3","0,092","R"
"ES0031102870658016TJ0F","07/06/2024","4","0,078","R"
"ES0031102870658016TJ0F","07/06/2024","5","0,09","R"
"ES0031102870658016TJ0F","07/06/2024","6","0,077","R"
"ES0031102870658016TJ0F","07/06/2024","7","0,088","R"
"ES0031102870658016TJ0F","07/06/2024","8","0,146","R"
"ES0031102870658016TJ0F","07/06/2024","9","0,585","R"
"ES0031102870658016TJ0F","07/06/2024","10","0,291","R"
"ES0031102870658016TJ0F","07/06/2024","11","0,447","R"
"ES0031102870658016TJ0F","07/06/2024","12","0,186","R"
"ES0031102870658016TJ0F","07/06/2024","13","0,192","R"
"ES0031102870658016TJ0F","07/06/2024","14","0,174","R"
"ES0031102870658016TJ0F","07/06/2024","15","0,168","R"
"ES0031102870658016TJ0F","07/06/2024","16","0,377","R"
"ES0031102870658016TJ0F","07/06/2024","17","0,217","R"
"ES0031102870658016TJ0F","07/06/2024","18","0,414","R"
"ES0031102870658016TJ0F","07/06/2024","19","0,268","R"
"ES0031102870658016TJ0F","07/06/2024","20","0,252","R"
"ES0031102870658016TJ0F","07/06/2024","21","0,362","R"
"ES0031102870658016TJ0F","07/06/2024","22","0,763","R"
"ES0031102870658016TJ0F","07/06/2024","23","0,738","R"
"ES0031102870658016TJ0F","08/06/2024","0","0,12","R"
"ES0031102870658016TJ0F","08/06/2024","1","0,084","R"
"ES0031102870658016TJ0F","08/06/2024","2","0,086","R"
"ES0031102870658016TJ0F","08/06/2024","3","0,078","R"
"ES0031102870658016TJ0F","08/06/2024","4","0,09","R"
"ES0031102870658016TJ0F","08/06/2024","5","0,077","R"
"ES0031102870658016TJ0F","08/06/2024","6","0,091","R"
"ES0031102870658016TJ0F","08/06/2024","7","0,458","R"
"ES0031102870658016TJ0F","08/06/2024","8","0,086","R"
"ES0031102870658016TJ0F","08/06/2024","9","0,074","R"
"ES0031102870658016TJ0F","08/06/2024","10","0,083","R"
"ES0031102870658016TJ0F","08/06/2024","11","0,078","R"
"ES0031102870658016TJ0F","08/06/2024","12","0,077","R"
"ES0031102870658016TJ0F","08/06/2024","13","0,085","R"
"ES0031102870658016TJ0F","08/06/2024","14","0,078","R"
"ES0031102870658016TJ0F","08/06/2024","15","0,091","R"
"ES0031102870658016TJ0F","08/06/2024","16","0,074","R"
"ES0031102870658016TJ0F","08/06/2024","17","0,083","R"
"ES0031102870658016TJ0F","08/06/2024","18","0,089","R"
"ES0031102870658016TJ0F","08/06/2024","19","0,078","R"
"ES0031102870658016TJ0F","08/06/2024","20","0,512","R"
"ES0031102870658016TJ0F","08/06/2024","21","0,078","R"
"ES0031102870658016TJ0F","08/06/2024","22","0,085","R"
"ES0031102870658016TJ0F","08/06/2024","23","0,083","R"
"ES0031102870658016TJ0F","09/06/2024","0","0,074","R"
"ES0031102870658016TJ0F","09/06/2024","1","0,092","R"
"ES0031102870658016TJ0F","09/06/2024","2","0,071","R"
"ES0031102870658016TJ0F","09/06/2024","3","0,085","R"
"ES0031102870658016TJ0F","09/06/2024","4","0,077","R"
"ES0031102870658016TJ0F","09/06/2024","5","0,073","R"
"ES0031102870658016TJ0F","09/06/2024","6","0,09","R"
"ES0031102870658016TJ0F","09/06/2024","7","0,073","R"
"ES0031102870658016TJ0F","09/06/2024","8","0,107","R"
"ES0031102870658016TJ0F","09/06/2024","9","0,391","R"
"ES0031102870658016TJ0F","09/06/2024","10","0,192","R"
"ES0031102870658016TJ0F","09/06/2024","11","0,091","R"
"ES0031102870658016TJ0F","09/06/2024","12","0,075","R"
"ES0031102870658016TJ0F","09/06/2024","13","0,085","R"
"ES0031102870658016TJ0F","09/06/2024","14","0,08","R"
"ES0031102870658016TJ0F","09/06/2024","15","0,082","R"
"ES0031102870658016TJ0F","09/06/2024","16","0,096","R"
"ES0031102870658016TJ0F","09/06/2024","17","0,08","R"
"ES0031102870658016TJ0F","09/06/2024","18","0,085","R"
"ES0031102870658016TJ0F","09/06/2024","19","0,074","R"
"ES0031102870658016TJ0F","09/06/2024","20","0,082","R"
"ES0031102870658016TJ0F","09/06/2024","21","0,087","R"
"ES0031102870658016TJ0F","09/06/2024","22","0,077","R"
"ES0031102870658016TJ0F","09/06/2024","23","0,536","R"
"ES0031102870658016TJ0F","10/06/2024","0","0,074","R"
"ES0031102870658016TJ0F","10/06/2024","1","0,102","R"
"ES0031102870658016TJ0F","10/06/2024","2","0,11","R"
"ES0031102870658016TJ0F","10/06/2024","3","0,111","R"
"ES0031102870658016TJ0F","10/06/2024","4","0,095","R"
"ES0031102870658016TJ0F","10/06/2024","5","0,113","R"
"ES0031102870658016TJ0F","10/06/2024","6","0,082","R"
"ES0031102870658016TJ0F","10/06/2024","7","0,086","R"
"ES0031102870658016TJ0F","10/06/2024","8","0,124","R"
"ES0031102870658016TJ0F","10/06/2024","9","0,115","R"
"ES0031102870658016TJ0F","10/06/2024","10","0,151","R"
"ES0031102870658016TJ0F","10/06/2024","11","0,19","R"
"ES0031102870658016TJ0F","10/06/2024","12","0,563","R"
"ES0031102870658016TJ0F","10/06/2024","13","0,707","R"
"ES0031102870658016TJ0F","10/06/2024","14","1,793","R"
"ES0031102870658016TJ0F","10/06/2024","15","1,436","R"
"ES0031102870658016TJ0F","10/06/2024","16","0,217","R"
"ES0031102870658016TJ0F","10/06/2024","17","0,172","R"
"ES0031102870658016TJ0F","10/06/2024","18","0,186","R"
"ES0031102870658016TJ0F","10/06/2024","19","0,164","R"
"ES0031102870658016TJ0F","10/06/2024","20","0,207","R"
"ES0031102870658016TJ0F","10/06/2024","21","0,258","R"
"ES0031102870658016TJ0F","10/06/2024","22","0,293","R"
"ES0031102870658016TJ0F","10/06/2024","23","0,893","R"
"ES0031102870658016TJ0F","11/06/2024","0","0,936","R"
"ES0031102870658016TJ0F","11/06/2024","1","0,158","R"
"ES0031102870658016TJ0F","11/06/2024","2","0,108","R"
"ES0031102870658016TJ0F","11/06/2024","3","0,087","R"
"ES0031102870658016TJ0F","11/06/2024","4","0,094","R"
"ES0031102870658016TJ0F","11/06/2024","5","0,08","R"
"ES0031102870658016TJ0F","11/06/2024","6","0,095","R"
"ES0031102870658016TJ0F","11/06/2024","7","0,076","R"
"ES0031102870658016TJ0F","11/06/2024","8","0,094","R"
"ES0031102870658016TJ0F","11/06/2024","9","0,56","R"
"ES0031102870658016TJ0F","11/06/2024","10","0,171","R"
